Ayurvedic_Diagnosis,Near_Correlated_English_Equivalent,Category,Sub_Category,Symptom_P1,Symptom_P2,Remarks 
Kapha Pitta- Vata Rakta,KAPHA PITTA GOUT  ,LOWER BODY,FEET,NUMBNESS,,
Purvarupa VATA RAKTA,PRODROMAL GOUT,ARMS & HANDS,HANDS,NUMBNESS,,
Kapha- Vata Rakta,KAPHA GOUT ,ARMS & HANDS,HANDS,NUMBNESS,,
Sannipata Vata Rakta,SANNIPATA GOUT  ,ARMS & HANDS,HANDS,NUMBNESS,,
Vata Kapha- Vata Rakta,VATA KAPHA GOUT ,ARMS & HANDS,HANDS,NUMBNESS,,
Kapha Pitta- Vata Rakta,KAPHA PITTA GOUT  ,ARMS & HANDS,HANDS,NUMBNESS,,
Purvarupa VATA RAKTA,PRODROMAL GOUT,General Systemic Symptoms,JOINTS,NUMBNESS,,
Kapha- Vata Rakta,KAPHA GOUT ,General Systemic Symptoms,JOINTS,NUMBNESS,,
Sannipata Vata Rakta,SANNIPATA GOUT  ,General Systemic Symptoms,JOINTS,NUMBNESS,,
Vata Kapha- Vata Rakta,VATA KAPHA GOUT ,General Systemic Symptoms,JOINTS,NUMBNESS,,
Kapha Pitta- Vata Rakta,KAPHA PITTA GOUT  ,General Systemic Symptoms,JOINTS,NUMBNESS,,
Purvarupa VATA RAKTA,PRODROMAL GOUT,LOWER BODY,KNEES,NUMBNESS,,
Kapha- Vata Rakta,KAPHA GOUT ,LOWER BODY,KNEES,NUMBNESS,,
Sannipata Vata Rakta,SANNIPATA GOUT  ,LOWER BODY,KNEES,NUMBNESS,,
Vata Kapha- Vata Rakta,VATA KAPHA GOUT ,LOWER BODY,KNEES,NUMBNESS,,
Kapha Pitta- Vata Rakta,KAPHA PITTA GOUT  ,LOWER BODY,KNEES,NUMBNESS,,
Purvarupa VATA RAKTA,PRODROMAL GOUT,LOWER BODY,LEGS,NUMBNESS,,
Kapha- Vata Rakta,KAPHA GOUT ,LOWER BODY,LEGS,NUMBNESS,,
Sannipata Vata Rakta,SANNIPATA GOUT  ,LOWER BODY,LEGS,NUMBNESS,,
Vata Kapha- Vata Rakta,VATA KAPHA GOUT ,LOWER BODY,LEGS,NUMBNESS,,
Kapha Pitta- Vata Rakta,KAPHA PITTA GOUT  ,LOWER BODY,LEGS,NUMBNESS,,
Purvarupa VATA RAKTA,PRODROMAL GOUT,ABDOMINAL REGION,LUMBAR REGION,NUMBNESS,,
Purvarupa VATA RAKTA,PRODROMAL GOUT,Upper Body,SHOULDERS,NUMBNESS,,
Kapha- Vata Rakta,KAPHA GOUT ,Upper Body,SHOULDERS,NUMBNESS,,
Sannipata Vata Rakta,SANNIPATA GOUT  ,Upper Body,SHOULDERS,NUMBNESS,,
Vata Kapha- Vata Rakta,VATA KAPHA GOUT ,Upper Body,SHOULDERS,NUMBNESS,,
Kapha Pitta- Vata Rakta,KAPHA PITTA GOUT  ,Upper Body,SHOULDERS,NUMBNESS,,
Purvarupa VATA RAKTA,PRODROMAL GOUT,LOWER BODY,THIGHS,NUMBNESS,,
Kapha- Vata Rakta,KAPHA GOUT ,LOWER BODY,THIGHS,NUMBNESS,,
Sannipata Vata Rakta,SANNIPATA GOUT  ,LOWER BODY,THIGHS,NUMBNESS,,
Vata Kapha- Vata Rakta,VATA KAPHA GOUT ,LOWER BODY,THIGHS,NUMBNESS,,
Kapha Pitta- Vata Rakta,KAPHA PITTA GOUT  ,LOWER BODY,THIGHS,NUMBNESS,,
Purvarupa VATA RAKTA,PRODROMAL GOUT,Back & Spine,WAIST,NUMBNESS,,
Pitta- Vata Rakta,PITTA GOUT ,General Systemic Symptoms,Altered Level of Consciousness,NARCOSIS,,
Sannipata Vata Rakta,SANNIPATA GOUT  ,General Systemic Symptoms,Altered Level of Consciousness,NARCOSIS,,
Vata Pitta Vata Rakta,Vata-Pitta Gout,General Systemic Symptoms,Altered Level of Consciousness,NARCOSIS,,
Kapha Pitta- Vata Rakta,KAPHA PITTA GOUT  ,General Systemic Symptoms,Altered Level of Consciousness,NARCOSIS,,
GAMBHIRA VATA RAKTA ,DEEP GOUT  ,General Systemic Symptoms,Miscellaneous,Unnatural Fatigue,,
Utana & Gambhira Vata Rakta,SUPERFICIAL AND DEEP GOUT  ,General Systemic Symptoms,Miscellaneous,Unnatural Fatigue,,
Purvarupa VATA RAKTA,PRODROMAL GOUT,Head & Face,FACE,Loss of Facial Complexion,,
Purvarupa VATA RAKTA,PRODROMAL GOUT,General Systemic Symptoms,JOINTS,LOOSENESS,,
Purvarupa VATA RAKTA,PRODROMAL GOUT,General Systemic Symptoms,Miscellaneous,LAZINESS,,
GAMBHIRA VATA RAKTA ,DEEP GOUT  ,General Systemic Symptoms,Walking Abnormalities,LAMENESS,,
Utana & Gambhira Vata Rakta,SUPERFICIAL AND DEEP GOUT  ,General Systemic Symptoms,Walking Abnormalities,LAMENESS,,
Pitta- Vata Rakta,PITTA GOUT ,LOWER BODY,KNEES,Hot sensation,,
Sannipata Vata Rakta,SANNIPATA GOUT  ,LOWER BODY,KNEES,Hot sensation,,
Vata Pitta Vata Rakta,Vata-Pitta Gout,LOWER BODY,KNEES,Hot sensation,,
Kapha Pitta- Vata Rakta,KAPHA PITTA GOUT  ,LOWER BODY,KNEES,Hot sensation,,
Pitta- Vata Rakta,PITTA GOUT ,General Systemic Symptoms,JOINTS,Hot sensation,,
Sannipata Vata Rakta,SANNIPATA GOUT  ,General Systemic Symptoms,JOINTS,Hot sensation,,
Vata Pitta Vata Rakta,Vata-Pitta Gout,General Systemic Symptoms,JOINTS,Hot sensation,,
Kapha Pitta- Vata Rakta,KAPHA PITTA GOUT  ,General Systemic Symptoms,JOINTS,Hot sensation,,
UTANA VATA RAKTA ,SUPERFICIAL GOUT,LOWER BODY,FEET,ITCHING,,
Utana & Gambhira Vata Rakta,SUPERFICIAL AND DEEP GOUT  ,LOWER BODY,FEET,ITCHING,,
Rakta- Vata Rakta,RAKTA GOUT  ,LOWER BODY,FEET,ITCHING,,
Purvarupa VATA RAKTA,PRODROMAL GOUT,ARMS & HANDS,HANDS,ITCHING,,
UTANA VATA RAKTA ,SUPERFICIAL GOUT,ARMS & HANDS,HANDS,ITCHING,,
Utana & Gambhira Vata Rakta,SUPERFICIAL AND DEEP GOUT  ,ARMS & HANDS,HANDS,ITCHING,,
Rakta- Vata Rakta,RAKTA GOUT  ,ARMS & HANDS,HANDS,ITCHING,,
Purvarupa VATA RAKTA,PRODROMAL GOUT,General Systemic Symptoms,JOINTS,ITCHING,,
UTANA VATA RAKTA ,SUPERFICIAL GOUT,General Systemic Symptoms,JOINTS,ITCHING,,
Utana & Gambhira Vata Rakta,SUPERFICIAL AND DEEP GOUT  ,General Systemic Symptoms,JOINTS,ITCHING,,
Rakta- Vata Rakta,RAKTA GOUT  ,General Systemic Symptoms,JOINTS,ITCHING,,
Purvarupa VATA RAKTA,PRODROMAL GOUT,LOWER BODY,KNEES,ITCHING,,
UTANA VATA RAKTA ,SUPERFICIAL GOUT,LOWER BODY,KNEES,ITCHING,,
Utana & Gambhira Vata Rakta,SUPERFICIAL AND DEEP GOUT  ,LOWER BODY,KNEES,ITCHING,,
Rakta- Vata Rakta,RAKTA GOUT  ,LOWER BODY,KNEES,ITCHING,,
Purvarupa VATA RAKTA,PRODROMAL GOUT,LOWER BODY,LEGS,ITCHING,,
UTANA VATA RAKTA ,SUPERFICIAL GOUT,LOWER BODY,LEGS,ITCHING,,
Utana & Gambhira Vata Rakta,SUPERFICIAL AND DEEP GOUT  ,LOWER BODY,LEGS,ITCHING,,
Rakta- Vata Rakta,RAKTA GOUT  ,LOWER BODY,LEGS,ITCHING,,
Purvarupa VATA RAKTA,PRODROMAL GOUT,Upper Body,SHOULDERS,ITCHING,,
UTANA VATA RAKTA ,SUPERFICIAL GOUT,Upper Body,SHOULDERS,ITCHING,,
Utana & Gambhira Vata Rakta,SUPERFICIAL AND DEEP GOUT  ,Upper Body,SHOULDERS,ITCHING,,
Rakta- Vata Rakta,RAKTA GOUT  ,Upper Body,SHOULDERS,ITCHING,,
Purvarupa VATA RAKTA,PRODROMAL GOUT,Skin & External Features,SKIN,ITCHING,,
UTANA VATA RAKTA ,SUPERFICIAL GOUT,Skin & External Features,SKIN,ITCHING,,
Utana & Gambhira Vata Rakta,SUPERFICIAL AND DEEP GOUT  ,Skin & External Features,SKIN,ITCHING,,
Purvarupa VATA RAKTA,PRODROMAL GOUT,LOWER BODY,THIGHS,ITCHING,,
UTANA VATA RAKTA ,SUPERFICIAL GOUT,LOWER BODY,THIGHS,ITCHING,,
Utana & Gambhira Vata Rakta,SUPERFICIAL AND DEEP GOUT  ,LOWER BODY,THIGHS,ITCHING,,
Vata- Vata Rakta,VATA GOUT ,LOWER BODY,THIGHS,ITCHING,,
Sannipata Vata Rakta,SANNIPATA GOUT  ,LOWER BODY,THIGHS,ITCHING,,
Vata Pitta Vata Rakta,Vata-Pitta Gout,LOWER BODY,THIGHS,ITCHING,,
Vata Kapha- Vata Rakta,VATA KAPHA GOUT ,LOWER BODY,THIGHS,ITCHING,,
Rakta- Vata Rakta,RAKTA GOUT  ,LOWER BODY,THIGHS,ITCHING,,
Purvarupa VATA RAKTA,PRODROMAL GOUT,Back & Spine,WAIST,ITCHING,,
UTANA VATA RAKTA,SUPERFICIAL GOUT,Back & Spine,WAIST,ITCHING,,
Utana & Gambhira Vata Rakta,SUPERFICIAL AND DEEP GOUT  ,Back & Spine,WAIST,ITCHING,,
Rakta- Vata Rakta,RAKTA GOUT  ,Back & Spine,WAIST,ITCHING,,
GAMBHIRA VATA RAKTA ,DEEP GOUT  ,LOWER BODY,FEET,INFLAMMATION,,
Utana & Gambhira Vata Rakta,SUPERFICIAL AND DEEP GOUT  ,LOWER BODY,FEET,INFLAMMATION,,
Pitta- Vata Rakta,PITTA GOUT ,LOWER BODY,FEET,INFLAMMATION,,
Sannipata Vata Rakta,SANNIPATA GOUT  ,LOWER BODY,FEET,INFLAMMATION,,
Vata Pitta Vata Rakta,Vata-Pitta Gout,LOWER BODY,FEET,INFLAMMATION,,
Kapha Pitta- Vata Rakta,KAPHA PITTA GOUT  ,LOWER BODY,FEET,INFLAMMATION,,
GAMBHIRA VATA RAKTA ,DEEP GOUT  ,ARMS & HANDS,HANDS,INFLAMMATION,,
Utana & Gambhira Vata Rakta,SUPERFICIAL AND DEEP GOUT  ,ARMS & HANDS,HANDS,INFLAMMATION,,
Pitta- Vata Rakta,PITTA GOUT ,ARMS & HANDS,HANDS,INFLAMMATION,,
Sannipata Vata Rakta,SANNIPATA GOUT  ,ARMS & HANDS,HANDS,INFLAMMATION,,
Vata Pitta Vata Rakta,Vata-Pitta Gout,ARMS & HANDS,HANDS,INFLAMMATION,,
Kapha Pitta- Vata Rakta,KAPHA PITTA GOUT  ,ARMS & HANDS,HANDS,INFLAMMATION,,
GAMBHIRA VATA RAKTA ,DEEP GOUT  ,General Systemic Symptoms,JOINTS,INFLAMMATION,,
Utana & Gambhira Vata Rakta,SUPERFICIAL AND DEEP GOUT  ,General Systemic Symptoms,JOINTS,INFLAMMATION,,
Pitta- Vata Rakta,PITTA GOUT ,General Systemic Symptoms,JOINTS,INFLAMMATION,,
Sannipata Vata Rakta,SANNIPATA GOUT  ,General Systemic Symptoms,JOINTS,INFLAMMATION,,
Vata Pitta Vata Rakta,Vata-Pitta Gout,General Systemic Symptoms,JOINTS,INFLAMMATION,,
Kapha Pitta- Vata Rakta,KAPHA PITTA GOUT  ,General Systemic Symptoms,JOINTS,INFLAMMATION,,
GAMBHIRA VATA RAKTA ,DEEP GOUT  ,LOWER BODY,KNEES,INFLAMMATION,,
Utana & Gambhira Vata Rakta,SUPERFICIAL AND DEEP GOUT  ,LOWER BODY,KNEES,INFLAMMATION,,
Pitta- Vata Rakta,PITTA GOUT ,LOWER BODY,KNEES,INFLAMMATION,,
Sannipata Vata Rakta,SANNIPATA GOUT  ,LOWER BODY,KNEES,INFLAMMATION,,
Vata Pitta Vata Rakta,Vata-Pitta Gout,LOWER BODY,KNEES,INFLAMMATION,,
Kapha Pitta- Vata Rakta,KAPHA PITTA GOUT  ,LOWER BODY,KNEES,INFLAMMATION,,
GAMBHIRA VATA RAKTA ,DEEP GOUT  ,LOWER BODY,LEGS,INFLAMMATION,,
Utana & Gambhira Vata Rakta,SUPERFICIAL AND DEEP GOUT  ,LOWER BODY,LEGS,INFLAMMATION,,
Pitta- Vata Rakta,PITTA GOUT ,ABDOMINAL REGION,LUMBAR REGION,INFLAMMATION,,
Sannipata Vata Rakta,SANNIPATA GOUT  ,ABDOMINAL REGION,LUMBAR REGION,INFLAMMATION,,
Vata Pitta Vata Rakta,Vata-Pitta Gout,ABDOMINAL REGION,LUMBAR REGION,INFLAMMATION,,
Kapha Pitta- Vata Rakta,KAPHA PITTA GOUT  ,ABDOMINAL REGION,LUMBAR REGION,INFLAMMATION,,
GAMBHIRA VATA RAKTA ,DEEP GOUT  ,Upper Body,SHOULDERS,INFLAMMATION,,
Utana & Gambhira Vata Rakta,SUPERFICIAL AND DEEP GOUT  ,Upper Body,SHOULDERS,INFLAMMATION,,
Pitta- Vata Rakta,PITTA GOUT ,Upper Body,SHOULDERS,INFLAMMATION,,
Sannipata Vata Rakta,SANNIPATA GOUT  ,Upper Body,SHOULDERS,INFLAMMATION,,
Vata Pitta Vata Rakta,Vata-Pitta Gout,Upper Body,SHOULDERS,INFLAMMATION,,
Kapha Pitta- Vata Rakta,KAPHA PITTA GOUT  ,Upper Body,SHOULDERS,INFLAMMATION,,
GAMBHIRA VATA RAKTA ,DEEP GOUT  ,General Systemic Symptoms,SWELLING,INFLAMMATION,,
Utana & Gambhira Vata Rakta,SUPERFICIAL AND DEEP GOUT  ,General Systemic Symptoms,SWELLING,INFLAMMATION,,
GAMBHIRA VATA RAKTA ,DEEP GOUT  ,Back & Spine,WAIST,INFLAMMATION,,
Pitta- Vata Rakta,PITTA GOUT ,Back & Spine,WAIST,INFLAMMATION,,
Sannipata Vata Rakta,SANNIPATA GOUT  ,Back & Spine,WAIST,INFLAMMATION,,
Vata Pitta Vata Rakta,Vata-Pitta Gout,Back & Spine,WAIST,INFLAMMATION,,
Kapha Pitta- Vata Rakta,KAPHA PITTA GOUT  ,Back & Spine,WAIST,INFLAMMATION,,
Rakta- Vata Rakta,RAKTA GOUT  ,General Systemic Symptoms,SWELLING,Increases when exposed to oily (unctuous) or coarse substances,,
Pitta- Vata Rakta,PITTA GOUT ,Back & Spine,WAIST,Hot sensation,,
Sannipata Vata Rakta,SANNIPATA GOUT  ,Back & Spine,WAIST,Hot sensation,,
Vata Pitta Vata Rakta,Vata-Pitta Gout,Back & Spine,WAIST,Hot sensation,,
Kapha Pitta- Vata Rakta,KAPHA PITTA GOUT  ,Back & Spine,WAIST,Hot sensation,,
Purvarupa VATA RAKTA,PRODROMAL GOUT,General Systemic Symptoms,Whole-Body Symptoms,HEAVINESS,,
Kapha- Vata Rakta,KAPHA GOUT ,General Systemic Symptoms,Whole-Body Symptoms,HEAVINESS,,
Sannipata Vata Rakta,SANNIPATA GOUT  ,General Systemic Symptoms,Whole-Body Symptoms,HEAVINESS,,
Vata Kapha- Vata Rakta,VATA KAPHA GOUT ,General Systemic Symptoms,Whole-Body Symptoms,HEAVINESS,,
Kapha Pitta- Vata Rakta,KAPHA PITTA GOUT  ,General Systemic Symptoms,Whole-Body Symptoms,HEAVINESS,,
Purvarupa VATA RAKTA,PRODROMAL GOUT,LOWER BODY,FEET,HEAVINESS,,
Kapha- Vata Rakta,KAPHA GOUT ,LOWER BODY,FEET,HEAVINESS,,
Sannipata Vata Rakta,SANNIPATA GOUT  ,LOWER BODY,FEET,HEAVINESS,,
Vata Kapha- Vata Rakta,VATA KAPHA GOUT ,LOWER BODY,FEET,HEAVINESS,,
Kapha Pitta- Vata Rakta,KAPHA PITTA GOUT  ,LOWER BODY,FEET,HEAVINESS,,
Purvarupa VATA RAKTA,PRODROMAL GOUT,ARMS & HANDS,HANDS,HEAVINESS,,
Kapha- Vata Rakta,KAPHA GOUT ,ARMS & HANDS,HANDS,HEAVINESS,,
Sannipata Vata Rakta,SANNIPATA GOUT  ,ARMS & HANDS,HANDS,HEAVINESS,,
Vata Kapha- Vata Rakta,VATA KAPHA GOUT ,ARMS & HANDS,HANDS,HEAVINESS,,
Kapha Pitta- Vata Rakta,KAPHA PITTA GOUT  ,ARMS & HANDS,HANDS,HEAVINESS,,
Purvarupa VATA RAKTA,PRODROMAL GOUT,General Systemic Symptoms,JOINTS,HEAVINESS,,
Kapha- Vata Rakta,KAPHA GOUT ,General Systemic Symptoms,JOINTS,HEAVINESS,,
Sannipata Vata Rakta,SANNIPATA GOUT  ,General Systemic Symptoms,JOINTS,HEAVINESS,,
Vata Kapha- Vata Rakta,VATA KAPHA GOUT ,General Systemic Symptoms,JOINTS,HEAVINESS,,
Kapha Pitta- Vata Rakta,KAPHA PITTA GOUT  ,General Systemic Symptoms,JOINTS,HEAVINESS,,
Purvarupa VATA RAKTA,PRODROMAL GOUT,LOWER BODY,KNEES,HEAVINESS,,
Kapha- Vata Rakta,KAPHA GOUT ,LOWER BODY,KNEES,HEAVINESS,,
Sannipata Vata Rakta,SANNIPATA GOUT  ,LOWER BODY,KNEES,HEAVINESS,,
Vata Kapha- Vata Rakta,VATA KAPHA GOUT ,LOWER BODY,KNEES,HEAVINESS,,
Kapha Pitta- Vata Rakta,KAPHA PITTA GOUT  ,LOWER BODY,KNEES,HEAVINESS,,
Purvarupa VATA RAKTA,PRODROMAL GOUT,LOWER BODY,LEGS,HEAVINESS,,
Kapha- Vata Rakta,KAPHA GOUT ,LOWER BODY,LEGS,HEAVINESS,,
Sannipata Vata Rakta,SANNIPATA GOUT  ,LOWER BODY,LEGS,HEAVINESS,,
Vata Kapha- Vata Rakta,VATA KAPHA GOUT ,LOWER BODY,LEGS,HEAVINESS,,
Kapha Pitta- Vata Rakta,KAPHA PITTA GOUT  ,LOWER BODY,LEGS,HEAVINESS,,
Purvarupa VATA RAKTA,PRODROMAL GOUT,ABDOMINAL REGION,LUMBAR REGION,HEAVINESS,,
Purvarupa VATA RAKTA,PRODROMAL GOUT,Upper Body,SHOULDERS,HEAVINESS,,
Kapha- Vata Rakta,KAPHA GOUT ,Upper Body,SHOULDERS,HEAVINESS,,
Sannipata Vata Rakta,SANNIPATA GOUT  ,Upper Body,SHOULDERS,HEAVINESS,,
Vata Kapha- Vata Rakta,VATA KAPHA GOUT ,Upper Body,SHOULDERS,HEAVINESS,,
Kapha Pitta- Vata Rakta,KAPHA PITTA GOUT  ,Upper Body,SHOULDERS,HEAVINESS,,
Kapha- Vata Rakta,KAPHA GOUT ,LOWER BODY,THIGHS,HEAVINESS,,
Sannipata Vata Rakta,SANNIPATA GOUT  ,LOWER BODY,THIGHS,HEAVINESS,,
Vata Kapha- Vata Rakta,VATA KAPHA GOUT ,LOWER BODY,THIGHS,HEAVINESS,,
Kapha Pitta- Vata Rakta,KAPHA PITTA GOUT  ,LOWER BODY,THIGHS,HEAVINESS,,
Purvarupa VATA RAKTA,PRODROMAL GOUT,Back & Spine,WAIST,HEAVINESS,,
Pitta- Vata Rakta,PITTA GOUT ,ARMS & HANDS,HANDS,Hot sensation,,
Sannipata Vata Rakta,SANNIPATA GOUT  ,ARMS & HANDS,HANDS,Hot sensation,,
Vata Pitta Vata Rakta,Vata-Pitta Gout,ARMS & HANDS,HANDS,Hot sensation,,
Kapha Pitta- Vata Rakta,KAPHA PITTA GOUT  ,ARMS & HANDS,HANDS,Hot sensation,,
Pitta- Vata Rakta,PITTA GOUT ,LOWER BODY,FEET,Hot Sensation,,
Sannipata Vata Rakta,SANNIPATA GOUT  ,LOWER BODY,FEET,Hot Sensation,,
Vata Pitta Vata Rakta,Vata-Pitta Gout,LOWER BODY,FEET,Hot Sensation,,
Kapha Pitta- Vata Rakta,KAPHA PITTA GOUT  ,LOWER BODY,FEET,Hot Sensation,,
Sannipata Vata Rakta,SANNIPATA GOUT  ,General Systemic Symptoms,Body Temperature Disturbances,Cold sensation,,
Vata Kapha- Vata Rakta,VATA KAPHA GOUT ,General Systemic Symptoms,Body Temperature Disturbances,Cold sensation,,
Kapha Pitta- Vata Rakta,KAPHA PITTA GOUT  ,General Systemic Symptoms,Body Temperature Disturbances,Cold sensation,,
Purvarupa VATA RAKTA,PRODROMAL GOUT,General Systemic Symptoms,Miscellaneous,Feeling severe Pain with Mild Injury,,
Pitta- Vata Rakta,PITTA GOUT ,General Systemic Symptoms,Altered Level of Consciousness,FAINTING,,
Sannipata Vata Rakta,SANNIPATA GOUT  ,General Systemic Symptoms,Altered Level of Consciousness,FAINTING,,
Vata Pitta Vata Rakta,Vata-Pitta Gout,General Systemic Symptoms,Altered Level of Consciousness,FAINTING,,
Vata Kapha- Vata Rakta,VATA KAPHA GOUT ,General Systemic Symptoms,Altered Level of Consciousness,FAINTING,,
Kapha Pitta- Vata Rakta,KAPHA PITTA GOUT  ,General Systemic Symptoms,Altered Level of Consciousness,FAINTING,,
Pitta- Vata Rakta,PITTA GOUT ,General Systemic Symptoms,Appetite & Thirst Disorders,EXCESSIVE THIRST,,
Sannipata Vata Rakta,SANNIPATA GOUT  ,General Systemic Symptoms,Appetite & Thirst Disorders,EXCESSIVE THIRST,,
Vata Pitta Vata Rakta,Vata-Pitta Gout,General Systemic Symptoms,Appetite & Thirst Disorders,EXCESSIVE THIRST,,
Kapha Pitta- Vata Rakta,KAPHA PITTA GOUT  ,General Systemic Symptoms,Appetite & Thirst Disorders,EXCESSIVE THIRST,,
Pitta- Vata Rakta,PITTA GOUT ,General Systemic Symptoms,Whole-Body Symptoms,Emaciation,,
Pitta- Vata Rakta,PITTA GOUT ,LOWER BODY,FEET,Emaciation,,
Pitta- Vata Rakta,PITTA GOUT ,ARMS & HANDS,HANDS,Emaciation,,
Pitta- Vata Rakta,PITTA GOUT ,Upper Body,SHOULDERS,Emaciation,,
Pitta- Vata Rakta,PITTA GOUT ,LOWER BODY,THIGHS,Emaciation,,
Pitta- Vata Rakta,PITTA GOUT ,Back & Spine,WAIST,Emaciation,,
Sannipata Vata Rakta,SANNIPATA GOUT  ,Skin & External Features,SKIN,DRYNESS,,
Vata Pitta Vata Rakta,Vata-Pitta Gout,Skin & External Features,SKIN,DRYNESS,,
Vata Kapha- Vata Rakta,VATA KAPHA GOUT ,Skin & External Features,SKIN,DRYNESS,,
Kapha Pitta- Vata Rakta,KAPHA PITTA GOUT  ,Skin & External Features,SKIN,DRYNESS,,
Vata- Vata Rakta,VATA GOUT ,General Systemic Symptoms,SWELLING,DRY,,
Sannipata Vata Rakta,SANNIPATA GOUT  ,General Systemic Symptoms,SWELLING,DRY,,
Vata Pitta Vata Rakta,Vata-Pitta Gout,General Systemic Symptoms,SWELLING,DRY,,
Vata Kapha- Vata Rakta,VATA KAPHA GOUT ,General Systemic Symptoms,SWELLING,DRY,,
GAMBHIRA VATA RAKTA ,DEEP GOUT  ,LOWER BODY,KNEES,DISLOCATION,,
Utana & Gambhira Vata Rakta,SUPERFICIAL AND DEEP GOUT  ,LOWER BODY,KNEES,DISLOCATION,,
GAMBHIRA VATA RAKTA ,DEEP GOUT  ,General Systemic Symptoms,Walking Abnormalities,Difficulty in Walking,,
Utana & Gambhira Vata Rakta,SUPERFICIAL AND DEEP GOUT  ,General Systemic Symptoms,Walking Abnormalities,Difficulty in Walking,,
Kapha- Vata Rakta,KAPHA GOUT ,General Systemic Symptoms,Delusions,Delusional Feeling of Body Covered with Wet Sheet,,
Sannipata Vata Rakta,SANNIPATA GOUT  ,General Systemic Symptoms,Delusions,Delusional Feeling of Body Covered with Wet Sheet,,
Vata Kapha- Vata Rakta,VATA KAPHA GOUT ,General Systemic Symptoms,Delusions,Delusional Feeling of Body Covered with Wet Sheet,,
Kapha Pitta- Vata Rakta,KAPHA PITTA GOUT  ,General Systemic Symptoms,Delusions,Delusional Feeling of Body Covered with Wet Sheet,,
Pitta- Vata Rakta,PITTA GOUT ,General Systemic Symptoms,JOINTS,DEGENRATION,,
Pitta- Vata Rakta,PITTA GOUT ,LOWER BODY,KNEES,DEGENRATION,,
Purvarupa VATA RAKTA,PRODROMAL GOUT,Head & Face,HAIRS,Dandruff ,,
GAMBHIRA VATA RAKTA ,DEEP GOUT  ,General Systemic Symptoms,Whole-Body Symptoms,CROOKEDNESS,,
Utana & Gambhira Vata Rakta,SUPERFICIAL AND DEEP GOUT  ,General Systemic Symptoms,Whole-Body Symptoms,CROOKEDNESS,,
UTANA VATA RAKTA ,SUPERFICIAL GOUT,LOWER BODY,FEET,CROOKEDNESS,,
Utana & Gambhira Vata Rakta,SUPERFICIAL AND DEEP GOUT  ,LOWER BODY,FEET,CROOKEDNESS,,
Vata- Vata Rakta,VATA GOUT ,LOWER BODY,FEET,CROOKEDNESS,,
Sannipata Vata Rakta,SANNIPATA GOUT  ,LOWER BODY,FEET,CROOKEDNESS,,
Vata Pitta Vata Rakta,Vata-Pitta Gout,LOWER BODY,FEET,CROOKEDNESS,,
Vata Kapha- Vata Rakta,VATA KAPHA GOUT ,LOWER BODY,FEET,CROOKEDNESS,,
Vata- Vata Rakta,VATA GOUT ,ARMS & HANDS,FINGERS,CROOKEDNESS,,
Sannipata Vata Rakta,SANNIPATA GOUT  ,ARMS & HANDS,FINGERS,CROOKEDNESS,,
Vata Pitta Vata Rakta,Vata-Pitta Gout,ARMS & HANDS,FINGERS,CROOKEDNESS,,
Vata Kapha- Vata Rakta,VATA KAPHA GOUT ,ARMS & HANDS,FINGERS,CROOKEDNESS,,
UTANA VATA RAKTA ,SUPERFICIAL GOUT,ARMS & HANDS,HANDS,CROOKEDNESS,,
Utana & Gambhira Vata Rakta,SUPERFICIAL AND DEEP GOUT  ,ARMS & HANDS,HANDS,CROOKEDNESS,,
Vata- Vata Rakta,VATA GOUT ,ARMS & HANDS,HANDS,CROOKEDNESS,,
Sannipata Vata Rakta,SANNIPATA GOUT  ,ARMS & HANDS,HANDS,CROOKEDNESS,,
Vata Pitta Vata Rakta,Vata-Pitta Gout,ARMS & HANDS,HANDS,CROOKEDNESS,,
Vata Kapha- Vata Rakta,VATA KAPHA GOUT ,ARMS & HANDS,HANDS,CROOKEDNESS,,
UTANA VATA RAKTA ,SUPERFICIAL GOUT,General Systemic Symptoms,JOINTS,CROOKEDNESS,,
Utana & Gambhira Vata Rakta,SUPERFICIAL AND DEEP GOUT  ,General Systemic Symptoms,JOINTS,CROOKEDNESS,,
Vata- Vata Rakta,VATA GOUT ,General Systemic Symptoms,JOINTS,CROOKEDNESS,,
Sannipata Vata Rakta,SANNIPATA GOUT  ,General Systemic Symptoms,JOINTS,CROOKEDNESS,,
Vata Pitta Vata Rakta,Vata-Pitta Gout,General Systemic Symptoms,JOINTS,CROOKEDNESS,,
Vata Kapha- Vata Rakta,VATA KAPHA GOUT ,General Systemic Symptoms,JOINTS,CROOKEDNESS,,
UTANA VATA RAKTA ,SUPERFICIAL GOUT,LOWER BODY,KNEES,CROOKEDNESS,,
Utana & Gambhira Vata Rakta,SUPERFICIAL AND DEEP GOUT  ,LOWER BODY,KNEES,CROOKEDNESS,,
Vata- Vata Rakta,VATA GOUT ,LOWER BODY,KNEES,CROOKEDNESS,,
Sannipata Vata Rakta,SANNIPATA GOUT  ,LOWER BODY,KNEES,CROOKEDNESS,,
Vata Pitta Vata Rakta,Vata-Pitta Gout,LOWER BODY,KNEES,CROOKEDNESS,,
Vata Kapha- Vata Rakta,VATA KAPHA GOUT ,LOWER BODY,KNEES,CROOKEDNESS,,
UTANA VATA RAKTA ,SUPERFICIAL GOUT,LOWER BODY,LEGS,CROOKEDNESS,,
